time,(LX)
0.000000,3.322127E+4
0.010000,3.312237E+4
0.020000,3.317182E+4
0.030000,3.309764E+4
0.040000,3.319654E+4
0.050000,3.332017E+4
0.060000,3.317182E+4
0.070000,3.307292E+4
0.080000,3.314709E+4
0.090000,3.309764E+4
0.100000,3.309764E+4
0.110000,3.324600E+4
0.120000,3.312237E+4
0.130000,3.319654E+4
0.140000,3.322127E+4
0.150000,3.324600E+4
0.160000,3.304819E+4
0.170000,3.314709E+4
0.180000,3.319654E+4
0.190000,3.319654E+4
0.200000,3.317182E+4
0.210000,3.329545E+4
0.220000,3.302346E+4
0.230000,3.312237E+4
0.240000,3.332017E+4
0.250000,3.327072E+4
0.260000,3.329545E+4
0.270000,3.324600E+4
0.280000,3.312237E+4
0.290000,3.327072E+4
0.300000,3.322127E+4
0.310000,3.322127E+4
0.320000,3.307292E+4
0.330000,3.307292E+4
0.340000,3.319654E+4
0.350000,3.319654E+4
0.360000,3.312237E+4
0.370000,3.317182E+4
0.380000,3.312237E+4
0.390000,3.319654E+4
0.400000,3.329545E+4
0.410000,3.307292E+4
0.420000,3.317182E+4
0.430000,3.317182E+4
0.440000,3.324600E+4
0.450000,3.312237E+4
0.460000,3.302346E+4
0.470000,3.327072E+4
0.480000,3.327072E+4
0.490000,3.322127E+4
0.500000,3.327072E+4
0.510000,3.319654E+4
0.520000,3.309764E+4
0.530000,3.322127E+4
0.540000,3.324600E+4
0.550000,3.319654E+4
0.560000,3.307292E+4
0.570000,3.317182E+4
0.580000,3.327072E+4
0.590000,3.324600E+4
0.600000,3.322127E+4
0.610000,3.317182E+4
0.620000,3.324600E+4
0.630000,3.312237E+4
0.640000,3.327072E+4
0.650000,3.302346E+4
0.660000,3.317182E+4
0.670000,3.304819E+4
0.680000,3.324600E+4
0.690000,3.324600E+4
0.700000,3.317182E+4
0.710000,3.314709E+4
0.720000,3.327072E+4
0.730000,3.322127E+4
0.740000,3.322127E+4
0.750000,3.327072E+4
0.760000,3.309764E+4
0.770000,3.314709E+4
0.780000,3.307292E+4
0.790000,3.329545E+4
0.800000,3.322127E+4
