time,(LX)
0.000000,3.908053E+2
0.010000,4.025981E+2
0.020000,3.914990E+2
0.030000,3.968503E+2
0.040000,3.936791E+2
0.050000,3.981386E+2
0.060000,3.978413E+2
0.070000,3.965530E+2
0.080000,3.928864E+2
0.090000,3.950665E+2
0.100000,3.924900E+2
0.110000,3.944719E+2
0.120000,3.968503E+2
0.130000,3.986341E+2
0.140000,3.956611E+2
0.150000,3.973458E+2
0.160000,3.914990E+2
0.170000,3.957602E+2
0.180000,3.908053E+2
0.190000,3.985350E+2
0.200000,3.936791E+2
0.210000,3.978413E+2
0.220000,3.907062E+2
0.230000,3.980395E+2
0.240000,3.932827E+2
0.250000,3.972467E+2
0.260000,3.933818E+2
0.270000,3.965530E+2
0.280000,3.916972E+2
0.290000,4.010125E+2
0.300000,3.909044E+2
0.310000,3.994269E+2
0.320000,3.914990E+2
0.330000,3.950665E+2
0.340000,3.892197E+2
0.350000,3.962557E+2
0.360000,3.955620E+2
0.370000,3.950665E+2
0.380000,3.902107E+2
0.390000,3.968503E+2
0.400000,3.917963E+2
0.410000,3.976431E+2
0.420000,3.897152E+2
0.430000,3.958593E+2
0.440000,3.932827E+2
0.450000,3.946701E+2
0.460000,3.897152E+2
0.470000,3.968503E+2
0.480000,3.903098E+2
0.490000,3.974449E+2
0.500000,3.910035E+2
0.510000,3.944719E+2
0.520000,3.933818E+2
0.530000,3.990305E+2
0.540000,3.930846E+2
0.550000,3.956611E+2
0.560000,3.920936E+2
0.570000,3.959584E+2
0.580000,3.894179E+2
0.590000,3.978413E+2
0.600000,3.948683E+2
0.610000,3.979404E+2
0.620000,3.909044E+2
0.630000,3.952647E+2
0.640000,3.896161E+2
0.650000,3.951656E+2
0.660000,3.911026E+2
0.670000,3.965530E+2
0.680000,3.919945E+2
0.690000,3.960575E+2
0.700000,3.920936E+2
0.710000,3.982377E+2
0.720000,3.905080E+2
0.730000,3.941746E+2
0.740000,3.908053E+2
0.750000,3.954629E+2
0.760000,3.897152E+2
0.770000,3.963548E+2
0.780000,3.920936E+2
0.790000,3.965530E+2
0.800000,3.926882E+2
0.810000,3.947692E+2
0.820000,3.894179E+2
0.830000,3.955620E+2
0.840000,3.910035E+2
0.850000,3.938773E+2
0.860000,3.923909E+2
0.870000,3.981386E+2
0.880000,3.908053E+2
0.890000,3.938773E+2
0.900000,3.915981E+2
0.910000,3.959584E+2
0.920000,3.921927E+2
0.930000,3.977422E+2
0.940000,3.933818E+2
0.950000,3.950665E+2
0.960000,3.907062E+2
0.970000,3.949674E+2
0.980000,3.918954E+2
0.990000,3.981386E+2
1.000000,3.934809E+2
1.010000,3.956611E+2
1.020000,3.894179E+2
1.030000,3.940755E+2
1.040000,3.899134E+2
1.050000,3.947692E+2
1.060000,3.922918E+2
1.070000,3.962557E+2
1.080000,3.902107E+2
1.090000,3.972467E+2
1.100000,3.920936E+2
1.110000,3.969494E+2
1.120000,3.914990E+2
1.130000,3.942737E+2
1.140000,3.896161E+2
1.150000,3.950665E+2
1.160000,3.923909E+2
1.170000,3.980395E+2
