time,(LX)
0.000000,9.657545E+3
0.010000,9.509190E+3
0.020000,9.558642E+3
0.030000,9.533916E+3
0.040000,9.583368E+3
0.050000,9.583368E+3
0.060000,9.509190E+3
0.070000,9.608094E+3
0.080000,9.608094E+3
0.090000,9.533916E+3
0.100000,9.632820E+3
0.110000,9.632820E+3
0.120000,9.509190E+3
0.130000,9.608094E+3
0.140000,9.533916E+3
0.150000,9.608094E+3
0.160000,9.558642E+3
0.170000,9.706997E+3
0.180000,9.608094E+3
0.190000,9.682271E+3
0.200000,9.657545E+3
0.210000,9.657545E+3
0.220000,9.632820E+3
0.230000,9.657545E+3
0.240000,9.608094E+3
0.250000,9.558642E+3
0.260000,9.583368E+3
0.270000,9.632820E+3
0.280000,9.657545E+3
0.290000,9.583368E+3
0.300000,9.632820E+3
0.310000,9.583368E+3
0.320000,9.657545E+3
0.330000,9.509190E+3
0.340000,9.657545E+3
0.350000,9.558642E+3
0.360000,9.509190E+3
0.370000,9.632820E+3
0.380000,9.682271E+3
0.390000,9.583368E+3
0.400000,9.657545E+3
0.410000,9.583368E+3
0.420000,9.583368E+3
0.430000,9.533916E+3
0.440000,9.657545E+3
0.450000,9.533916E+3
0.460000,9.583368E+3
0.470000,9.657545E+3
0.480000,9.558642E+3
0.490000,9.509190E+3
0.500000,9.682271E+3
0.510000,9.657545E+3
0.520000,9.706997E+3
0.530000,9.583368E+3
0.540000,9.509190E+3
0.550000,9.484465E+3
0.560000,9.608094E+3
0.570000,9.657545E+3
0.580000,9.632820E+3
0.590000,9.632820E+3
0.600000,9.632820E+3
0.610000,9.558642E+3
0.620000,9.657545E+3
0.630000,9.509190E+3
0.640000,9.583368E+3
0.650000,9.608094E+3
0.660000,9.558642E+3
0.670000,9.657545E+3
0.680000,9.583368E+3
0.690000,9.558642E+3
0.700000,9.632820E+3
0.710000,9.509190E+3
0.720000,9.657545E+3
0.730000,9.632820E+3
0.740000,9.533916E+3
0.750000,9.509190E+3
0.760000,9.657545E+3
0.770000,9.459739E+3
0.780000,9.608094E+3
0.790000,9.558642E+3
0.800000,9.558642E+3
0.810000,9.632820E+3
0.820000,9.558642E+3
0.830000,9.533916E+3
0.840000,9.632820E+3
0.850000,9.608094E+3
0.860000,9.632820E+3
0.870000,9.657545E+3
0.880000,9.632820E+3
0.890000,9.657545E+3
0.900000,9.509190E+3
0.910000,9.608094E+3
0.920000,9.608094E+3
0.930000,9.657545E+3
0.940000,9.657545E+3
0.950000,9.608094E+3
0.960000,9.583368E+3
0.970000,9.435013E+3
0.980000,9.533916E+3
0.990000,9.608094E+3
1.000000,9.484465E+3
1.010000,9.509190E+3
1.020000,9.632820E+3
1.030000,9.706997E+3
1.040000,9.558642E+3
1.050000,9.558642E+3
1.060000,9.608094E+3
1.070000,9.632820E+3
1.080000,9.608094E+3
1.090000,9.583368E+3
1.100000,9.558642E+3
1.110000,9.558642E+3
1.120000,9.706997E+3
1.130000,9.533916E+3
1.140000,9.583368E+3
1.150000,9.657545E+3
1.160000,9.608094E+3
1.170000,9.608094E+3
1.180000,9.558642E+3
1.190000,9.706997E+3
1.200000,9.608094E+3
1.210000,9.533916E+3
1.220000,9.583368E+3
1.230000,9.583368E+3
1.240000,9.608094E+3
1.250000,9.682271E+3
1.260000,9.608094E+3
1.270000,9.608094E+3
1.280000,9.533916E+3
1.290000,9.558642E+3
1.300000,9.657545E+3
1.310000,9.484465E+3
1.320000,9.558642E+3
1.330000,9.657545E+3
1.340000,9.459739E+3
1.350000,9.583368E+3
1.360000,9.435013E+3
1.370000,9.509190E+3
1.380000,9.509190E+3
1.390000,9.558642E+3
1.400000,9.558642E+3
1.410000,9.583368E+3
1.420000,9.608094E+3
1.430000,9.484465E+3
1.440000,9.608094E+3
1.450000,9.558642E+3
1.460000,9.558642E+3
1.470000,9.558642E+3
1.480000,9.533916E+3
1.490000,9.657545E+3
1.500000,9.608094E+3
1.510000,9.583368E+3
1.520000,9.558642E+3
1.530000,9.632820E+3
1.540000,9.533916E+3
1.550000,9.558642E+3
1.560000,9.682271E+3
1.570000,9.706997E+3
1.580000,9.706997E+3
1.590000,9.509190E+3
1.600000,9.583368E+3
1.610000,9.608094E+3
1.620000,9.657545E+3
1.630000,9.657545E+3
1.640000,9.533916E+3
1.650000,9.706997E+3
1.660000,9.608094E+3
1.670000,9.583368E+3
1.680000,9.583368E+3
1.690000,9.608094E+3
1.700000,9.632820E+3
1.710000,9.583368E+3
1.720000,9.706997E+3
1.730000,9.583368E+3
1.740000,9.608094E+3
1.750000,9.533916E+3
1.760000,9.608094E+3
1.770000,9.558642E+3
1.780000,9.608094E+3
1.790000,9.706997E+3
1.800000,9.558642E+3
1.810000,9.608094E+3
1.820000,9.657545E+3
1.830000,9.509190E+3
1.840000,9.558642E+3
1.850000,9.632820E+3
1.860000,9.533916E+3
1.870000,9.533916E+3
1.880000,9.583368E+3
1.890000,9.608094E+3
1.900000,9.583368E+3
1.910000,9.632820E+3
1.920000,9.682271E+3
1.930000,9.583368E+3
1.940000,9.558642E+3
1.950000,9.657545E+3
1.960000,9.632820E+3
1.970000,9.484465E+3
1.980000,9.706997E+3
1.990000,9.608094E+3
2.000000,9.558642E+3
2.010000,9.558642E+3
2.020000,9.608094E+3
2.030000,9.484465E+3
2.040000,9.632820E+3
2.050000,9.608094E+3
2.060000,9.484465E+3
2.070000,9.484465E+3
2.080000,9.632820E+3
2.090000,9.632820E+3
2.100000,9.583368E+3
2.110000,9.558642E+3
2.120000,9.533916E+3
2.130000,9.608094E+3
2.140000,9.583368E+3
2.150000,9.657545E+3
2.160000,9.608094E+3
2.170000,9.608094E+3
2.180000,9.583368E+3
2.190000,9.558642E+3
2.200000,9.558642E+3
2.210000,9.657545E+3
2.220000,9.558642E+3
2.230000,9.558642E+3
2.240000,9.509190E+3
2.250000,9.484465E+3
2.260000,9.657545E+3
2.270000,9.608094E+3
2.280000,9.558642E+3
2.290000,9.632820E+3
2.300000,9.583368E+3
2.310000,9.682271E+3
2.320000,9.583368E+3
2.330000,9.533916E+3
2.340000,9.706997E+3
2.350000,9.608094E+3
2.360000,9.558642E+3
