time,(LX)
0.000000,3.903500E+0
0.010000,-4.517070E-1
0.020000,-1.540509E+0
0.030000,6.370949E-1
0.040000,1.725897E+0
0.050000,-2.629311E+0
0.060000,-2.629311E+0
0.070000,-4.517070E-1
0.080000,1.725897E+0
0.090000,-4.517070E-1
0.100000,6.370949E-1
0.110000,6.370949E-1
0.120000,2.814698E+0
0.130000,6.370949E-1
0.140000,6.370949E-1
0.150000,6.370949E-1
0.160000,-1.540509E+0
0.170000,-2.629311E+0
0.180000,-4.517070E-1
0.190000,6.370949E-1
0.200000,6.370949E-1
0.210000,1.725897E+0
0.220000,-1.540509E+0
0.230000,-1.540509E+0
0.240000,-4.517070E-1
0.250000,6.370949E-1
0.260000,-4.517070E-1
0.270000,1.725897E+0
0.280000,3.903500E+0
0.290000,3.903500E+0
0.300000,6.370949E-1
0.310000,-4.517070E-1
0.320000,-2.629311E+0
0.330000,-2.629311E+0
0.340000,6.370949E-1
0.350000,-4.517070E-1
0.360000,6.370949E-1
0.370000,-2.629311E+0
0.380000,6.370949E-1
0.390000,2.814698E+0
0.400000,-4.517070E-1
0.410000,6.370949E-1
0.420000,-1.540509E+0
0.430000,-2.629311E+0
0.440000,-4.517070E-1
0.450000,-2.629311E+0
0.460000,6.370949E-1
0.470000,2.814698E+0
0.480000,6.370949E-1
0.490000,-2.629311E+0
0.500000,6.370949E-1
0.510000,-4.517070E-1
0.520000,-2.629311E+0
0.530000,6.370949E-1
0.540000,6.370949E-1
0.550000,-4.517070E-1
0.560000,6.370949E-1
0.570000,-1.540509E+0
0.580000,6.370949E-1
0.590000,6.370949E-1
0.600000,6.370949E-1
0.610000,2.814698E+0
0.620000,1.725897E+0
0.630000,6.370949E-1
0.640000,-3.718112E+0
0.650000,1.725897E+0
0.660000,-4.517070E-1
0.670000,-1.540509E+0
0.680000,-2.629311E+0
0.690000,-1.540509E+0
0.700000,6.370949E-1
0.710000,-2.629311E+0
0.720000,1.725897E+0
0.730000,2.814698E+0
0.740000,6.370949E-1
0.750000,-2.629311E+0
0.760000,-1.540509E+0
0.770000,-4.517070E-1
0.780000,6.370949E-1
0.790000,1.725897E+0
0.800000,-2.629311E+0
0.810000,-2.629311E+0
0.820000,-4.517070E-1
0.830000,-4.517070E-1
0.840000,6.370949E-1
0.850000,-4.517070E-1
0.860000,6.370949E-1
0.870000,6.370949E-1
0.880000,-4.517070E-1
0.890000,-1.540509E+0
0.900000,-1.540509E+0
0.910000,2.814698E+0
0.920000,6.370949E-1
0.930000,-2.629311E+0
0.940000,-4.517070E-1
0.950000,6.370949E-1
0.960000,-1.540509E+0
0.970000,1.725897E+0
0.980000,-4.517070E-1
0.990000,-2.629311E+0
1.000000,6.370949E-1
1.010000,6.370949E-1
1.020000,-4.517070E-1
1.030000,1.725897E+0
1.040000,6.370949E-1
1.050000,6.370949E-1
1.060000,2.814698E+0
1.070000,2.814698E+0
1.080000,6.370949E-1
1.090000,-4.517070E-1
1.100000,6.370949E-1
1.110000,-4.517070E-1
1.120000,3.903500E+0
1.130000,-4.517070E-1
1.140000,2.814698E+0
1.150000,6.370949E-1
1.160000,-2.629311E+0
1.170000,-3.718112E+0
1.180000,6.370949E-1
1.190000,-3.718112E+0
1.200000,2.814698E+0
1.210000,-2.629311E+0
1.220000,-4.517070E-1
1.230000,2.814698E+0
1.240000,6.370949E-1
1.250000,-1.540509E+0
1.260000,-1.540509E+0
1.270000,2.814698E+0
1.280000,2.814698E+0
1.290000,-4.517070E-1
1.300000,1.725897E+0
1.310000,2.814698E+0
1.320000,2.814698E+0
1.330000,3.903500E+0
1.340000,-1.540509E+0
1.350000,2.814698E+0
1.360000,-2.629311E+0
1.370000,-4.517070E-1
1.380000,-3.718112E+0
1.390000,1.725897E+0
1.400000,-4.517070E-1
1.410000,-3.718112E+0
1.420000,6.370949E-1
1.430000,-2.629311E+0
1.440000,-4.517070E-1
1.450000,-1.540509E+0
1.460000,6.370949E-1
1.470000,2.814698E+0
1.480000,-2.629311E+0
1.490000,-2.629311E+0
1.500000,-4.517070E-1
1.510000,2.814698E+0
1.520000,6.370949E-1
1.530000,-1.540509E+0
1.540000,-1.540509E+0
1.550000,-4.517070E-1
1.560000,6.370949E-1
1.570000,-2.629311E+0
1.580000,-4.517070E-1
1.590000,-4.517070E-1
1.600000,3.903500E+0
1.610000,2.814698E+0
1.620000,6.370949E-1
1.630000,6.370949E-1
1.640000,1.725897E+0
1.650000,-4.517070E-1
1.660000,-4.517070E-1
1.670000,-4.517070E-1
1.680000,-2.629311E+0
1.690000,-4.517070E-1
1.700000,-2.629311E+0
1.710000,-4.517070E-1
1.720000,2.814698E+0
1.730000,6.370949E-1
1.740000,-2.629311E+0
1.750000,1.725897E+0
1.760000,-1.540509E+0
1.770000,-4.517070E-1
1.780000,6.370949E-1
1.790000,-4.517070E-1
1.800000,-3.718112E+0
1.810000,2.814698E+0
1.820000,-1.540509E+0
1.830000,6.370949E-1
1.840000,2.814698E+0
1.850000,-3.718112E+0
1.860000,6.370949E-1
1.870000,1.725897E+0
1.880000,2.814698E+0
1.890000,6.370949E-1
1.900000,6.370949E-1
1.910000,6.370949E-1
1.920000,-1.540509E+0
1.930000,-3.718112E+0
1.940000,-4.517070E-1
1.950000,6.370949E-1
1.960000,-4.517070E-1
1.970000,2.814698E+0
1.980000,-4.517070E-1
1.990000,6.370949E-1
2.000000,-4.517070E-1
2.010000,-4.517070E-1
2.020000,3.903500E+0
2.030000,3.903500E+0
2.040000,2.814698E+0
2.050000,2.814698E+0
2.060000,2.814698E+0
2.070000,2.814698E+0
2.080000,6.370949E-1
2.090000,-2.629311E+0
2.100000,6.370949E-1
2.110000,1.725897E+0
2.120000,1.725897E+0
2.130000,2.814698E+0
2.140000,6.370949E-1
2.150000,1.725897E+0
2.160000,-1.540509E+0
2.170000,-4.517070E-1
2.180000,-4.517070E-1
2.190000,-4.517070E-1
2.200000,6.370949E-1
2.210000,2.814698E+0
2.220000,6.370949E-1
2.230000,1.725897E+0
2.240000,1.725897E+0
2.250000,-4.517070E-1
2.260000,2.814698E+0
2.270000,-4.806914E+0
2.280000,6.370949E-1
2.290000,2.814698E+0
2.300000,-1.540509E+0
2.310000,6.370949E-1
2.320000,-4.517070E-1
2.330000,-4.517070E-1
2.340000,-4.517070E-1
2.350000,1.725897E+0
2.360000,6.370949E-1
2.370000,-4.517070E-1
2.380000,-2.629311E+0
2.390000,6.370949E-1
2.400000,-1.540509E+0
2.410000,-4.517070E-1
2.420000,2.814698E+0
2.430000,-4.517070E-1
2.440000,6.370949E-1
2.450000,-2.629311E+0
2.460000,2.814698E+0
2.470000,-2.629311E+0
2.480000,-2.629311E+0
2.490000,-2.629311E+0
2.500000,6.370949E-1
2.510000,-1.540509E+0
2.520000,6.370949E-1
2.530000,-1.540509E+0
2.540000,6.370949E-1
2.550000,6.370949E-1
2.560000,1.725897E+0
2.570000,1.725897E+0
2.580000,-4.517070E-1
2.590000,-4.517070E-1
2.600000,-4.517070E-1
2.610000,-4.517070E-1
2.620000,-4.517070E-1
2.630000,1.725897E+0
2.640000,4.992302E+0
2.650000,-4.517070E-1
2.660000,6.370949E-1
2.670000,-3.718112E+0
2.680000,-4.517070E-1
2.690000,-4.517070E-1
2.700000,6.370949E-1
2.710000,2.814698E+0
2.720000,6.370949E-1
2.730000,-4.517070E-1
2.740000,3.903500E+0
2.750000,2.814698E+0
2.760000,2.814698E+0
2.770000,2.814698E+0
2.780000,2.814698E+0
2.790000,1.725897E+0
2.800000,6.370949E-1
2.810000,-4.517070E-1
2.820000,1.725897E+0
2.830000,1.725897E+0
2.840000,6.370949E-1
2.850000,-2.629311E+0
2.860000,-4.517070E-1
2.870000,2.814698E+0
2.880000,1.725897E+0
2.890000,-4.517070E-1
2.900000,6.370949E-1
2.910000,1.725897E+0
2.920000,1.725897E+0
2.930000,6.370949E-1
2.940000,6.370949E-1
2.950000,6.370949E-1
2.960000,3.903500E+0
2.970000,2.814698E+0
2.980000,1.725897E+0
2.990000,-4.517070E-1
