time,(LX)
0.000000,8.835518E+1
0.010000,8.181465E+1
0.020000,9.013896E+1
0.030000,8.042726E+1
0.040000,8.785968E+1
0.050000,8.171555E+1
0.060000,8.984166E+1
0.070000,8.042726E+1
0.080000,8.964347E+1
0.090000,8.131915E+1
0.100000,8.845428E+1
0.110000,8.072456E+1
0.120000,9.063446E+1
0.130000,8.032816E+1
0.140000,8.795878E+1
0.150000,8.062546E+1
0.160000,8.875158E+1
0.170000,8.419302E+1
0.180000,9.033716E+1
0.190000,8.310293E+1
0.200000,9.103085E+1
0.210000,7.963447E+1
0.220000,9.043626E+1
0.230000,8.161645E+1
0.240000,8.984166E+1
0.250000,8.250834E+1
0.260000,8.776059E+1
0.270000,8.231014E+1
0.280000,8.726509E+1
0.290000,8.330113E+1
0.300000,9.122905E+1
0.310000,8.330113E+1
0.320000,8.805788E+1
0.330000,8.250834E+1
0.340000,8.795878E+1
0.350000,8.330113E+1
0.360000,8.726509E+1
0.370000,8.131915E+1
0.380000,8.766149E+1
0.390000,8.012996E+1
0.400000,8.726509E+1
0.410000,8.181465E+1
0.420000,8.795878E+1
0.430000,8.102186E+1
0.440000,8.776059E+1
0.450000,8.270654E+1
0.460000,8.706689E+1
0.470000,8.052636E+1
0.480000,8.756239E+1
0.490000,8.439122E+1
0.500000,8.994076E+1
0.510000,8.468852E+1
0.520000,9.281463E+1
0.530000,8.766149E+1
0.540000,9.261644E+1
0.550000,8.458942E+1
0.560000,9.003986E+1
0.570000,8.706689E+1
0.580000,9.390472E+1
0.590000,8.449032E+1
0.600000,9.122905E+1
0.610000,8.696779E+1
0.620000,9.202184E+1
0.630000,8.627410E+1
0.640000,9.291373E+1
0.650000,8.627410E+1
0.660000,9.162545E+1
0.670000,8.706689E+1
0.680000,9.053536E+1
0.690000,8.439122E+1
0.700000,9.122905E+1
0.710000,8.746329E+1
0.720000,9.103085E+1
0.730000,8.449032E+1
0.740000,9.023806E+1
0.750000,8.488672E+1
0.760000,9.083265E+1
0.770000,8.488672E+1
0.780000,9.499481E+1
0.790000,8.607590E+1
0.800000,9.073356E+1
0.810000,8.439122E+1
0.820000,9.241824E+1
0.830000,8.845428E+1
0.840000,9.400382E+1
0.850000,8.785968E+1
0.860000,9.093175E+1
0.870000,8.478762E+1
0.880000,9.558941E+1
0.890000,8.637320E+1
0.900000,9.182364E+1
0.910000,8.567951E+1
0.920000,9.360743E+1
0.930000,8.657140E+1
