Distance_(pixels),Gray_Value
0,0.02510
1,0.02510
2,0.01534
3,0.01534
4,0.00837
5,0.00837
6,0.00418
7,0.00418
8,0.00279
9,0.00279
10,0.00139
11,0.00139
12,0.00000
13,0.00000
14,0.00000
15,0.00000
16,0.00000
17,0.00000
18,0.00000
19,0.00000
20,0.00000
21,0.00000
22,0.00000
23,0.00000
24,0.00000
25,0.00000
26,0.00000
27,0.00000
28,0.00000
29,0.00000
30,0.00000
31,0.00000
32,0.00000
33,0.00000
34,0.01953
35,0.01953
36,0.14575
37,0.14575
38,0.49651
39,0.49651
40,0.99861
41,0.99861
42,1.40586
43,1.40586
44,1.72873
45,1.72873
46,1.91423
47,1.91423
48,1.91144
49,1.91144
50,1.73780
51,1.73780
52,1.35495
53,1.33612
54,0.82775
55,0.82775
56,0.39958
57,0.39958
58,0.09902
59,0.09902
60,0.00139
61,0.00139
62,0.00000
63,0.00000
64,0.00000
65,0.00000
66,0.00000
67,0.00000
68,0.00000
69,0.00000
70,0.00000
71,0.00000
72,0.00000
73,0.00000
74,0.00000
75,0.00000
76,0.06555
77,0.06555
78,0.47071
79,0.47071
80,1.30614
81,1.30614
82,2.34310
83,2.34310
84,3.41632
85,3.41632
86,4.31381
87,4.33612
88,5.00976
89,5.07322
90,5.48954
91,5.60042
92,5.68968
93,5.71757
94,5.65481
95,5.61646
96,5.22524
97,5.19247
98,4.68828
99,4.63250
100,3.89261
101,3.86960
102,2.98326
103,2.98326
104,1.99651
105,1.99651
106,1.10809
107,1.10809
108,0.48466
109,0.48466
110,0.10530
111,0.10530
112,0.02232
113,0.02232
114,0.00837
115,0.00837
116,0.00976
117,0.00976
118,0.02301
119,0.02301
120,0.10669
121,0.10669
122,0.49024
123,0.49024
124,1.34937
125,1.34937
126,2.53138
127,2.53138
128,3.79358
129,3.79428
130,4.87239
131,4.88633
132,5.83961
133,6.07950
134,6.97420
135,7.38842
136,7.94909
137,8.31381
138,8.53975
139,8.86541
140,8.77754
141,8.76778
142,8.13598
143,7.95397
144,7.06346
145,6.72873
146,5.58508
147,5.37029
148,4.25453
149,4.21478
150,3.06695
151,3.05509
152,2.03347
153,2.03347
154,1.19456
155,1.19456
156,0.58298
157,0.58298
158,0.25105
159,0.25105
160,0.12343
161,0.12343
162,0.10809
163,0.10809
164,0.12692
165,0.12692
166,0.24686
167,0.24686
168,0.57950
169,0.57950
170,1.11158
171,1.11158
172,1.88912
173,1.88912
174,2.71199
175,2.71199
176,3.42329
177,3.42329
178,3.92887
179,3.92608
180,4.20363
181,4.19665
182,4.29498
183,4.30614
184,4.23013
185,4.22803
186,3.97001
187,3.96653
188,3.48605
189,3.48536
190,2.83821
191,2.83752
192,2.04533
193,2.04533
194,1.23989
195,1.23989
196,0.58996
197,0.58996
198,0.15132
199,0.15132
200,0.01674
201,0.01674
202,0.00000
203,0.00000
204,0.00000
205,0.00000
206,0.00000
207,0.00000
208,0.00418
209,0.00418
210,0.03835
211,0.03835
212,0.25174
213,0.25174
214,0.64296
215,0.64296
216,1.18131
217,1.18131
218,1.66806
219,1.66806
220,2.02162
221,2.02162
222,2.24059
223,2.24059
224,2.31172
225,2.31172
226,2.22524
227,2.22524
228,1.98884
229,1.98884
230,1.55300
231,1.55300
232,1.06485
233,1.06485
234,0.60669
235,0.60669
236,0.25872
237,0.25872
238,0.06276
239,0.06276
240,0.00418
241,0.00418
242,0.00139
243,0.00139
244,0.00139
245,0.00139
246,0.01255
247,0.01255
248,0.09833
249,0.09833
250,0.38006
251,0.38006
252,0.90516
253,0.90516
254,1.77964
255,1.77964
256,2.94282
257,2.94282
258,4.06834
259,4.07741
260,5.10809
261,5.28940
262,6.22455
263,6.50000
264,7.16527
265,7.50488
266,7.74686
267,8.00070
268,7.88982
269,7.87029
270,7.36262
271,7.28173
272,6.46932
273,6.22036
274,5.32218
275,5.18619
276,4.29289
277,4.25732
278,3.35983
279,3.34379
280,2.38354
281,2.38354
282,1.47001
283,1.47001
284,0.80056
285,0.80056
286,0.41492
287,0.41492
288,0.25035
289,0.25035
290,0.17922
291,0.17922
292,0.18480
293,0.18480
294,0.25872
295,0.25872
296,0.44770
297,0.44770
298,0.86402
299,0.86402
300,1.43863
301,1.43863
302,2.17434
303,2.17434
304,2.86960
305,2.86960
306,3.38563
307,3.38424
308,3.67294
309,3.67643
310,3.75384
311,3.76290
312,3.76220
313,3.75662
314,3.56695
315,3.56485
316,3.21130
317,3.21130
318,2.77127
319,2.77127
320,2.24826
321,2.24826
322,1.63389
323,1.63389
324,1.03975
325,1.03975
326,0.64854
327,0.64854
328,0.36262
329,0.36262
330,0.21548
331,0.21548
332,0.18828
333,0.18828
334,0.20711
335,0.20711
336,0.31799
337,0.31799
338,0.57741
339,0.57741
340,0.93724
341,0.93724
342,1.38494
343,1.38494
344,1.86123
345,1.86123
346,2.34519
347,2.34519
348,2.75523
349,2.75523
350,3.02650
351,3.02650
352,3.13040
353,3.13459
354,3.09414
355,3.08926
356,2.89679
357,2.89331
358,2.60042
359,2.60042
360,2.18480
361,2.18480
362,1.63529
363,1.63529
364,1.07113
365,1.07113
366,0.58856
367,0.58856
368,0.20502
369,0.20502
370,0.04742
371,0.04742
372,0.00279
373,0.00279
374,0.00139
375,0.00139
376,0.00418
377,0.00418
378,0.02789
379,0.02789
380,0.26081
381,0.26081
382,0.77336
383,0.77336
384,1.43794
385,1.43794
386,2.27615
387,2.27615
388,3.08508
389,3.08508
390,3.81311
391,3.83403
392,4.40586
393,4.45467
394,4.82427
395,4.91702
396,5.06346
397,5.13738
398,5.07043
399,5.11646
400,4.77336
401,4.74128
402,4.15481
403,4.12831
404,3.43654
405,3.43096
406,2.63389
407,2.63389
408,1.77266
409,1.77266
410,1.05579
411,1.05579
412,0.54672
413,0.54672
414,0.19317
415,0.19317
416,0.16109
417,0.05230
418,0.00279
419,0.00279
420,0.00000
421,0.00000
422,0.00279
423,0.00279
424,0.02650
425,0.02650
426,0.20293
427,0.20293
428,0.59414
429,0.59414
430,1.14296
431,1.14296
432,1.71618
433,1.69247
434,2.18550
435,2.18550
436,2.47490
437,2.47490
438,2.60948
439,2.60948
440,2.61576
441,2.61576
442,2.52510
443,2.52510
444,2.28591
445,2.28591
446,1.93724
447,1.93724
448,1.51534
449,1.51534
450,1.08368
451,1.08368
452,0.67015
453,0.67015
454,0.34100
455,0.34100
456,0.15272
457,0.15272
458,0.05858
459,0.05858
460,0.04603
461,0.04603
462,0.06695
463,0.06695
464,0.12552
465,0.12552
466,0.28033
467,0.28033
468,0.57252
469,0.57252
470,0.96444
471,0.96444
472,1.34031
473,1.34031
474,1.70502
475,1.70502
476,2.02162
477,2.02162
478,2.22036
479,2.22036
480,2.28243
481,2.28103
482,2.19805
483,2.19805
484,2.00418
485,2.00418
486,1.69874
487,1.69874
488,1.32985
489,1.32985
490,0.95746
491,0.95746
492,0.51953
493,0.51953
494,0.13459
495,0.13459
496,0.00837
497,0.00837
498,0.00139
499,0.00139
500,0.00000
501,0.00000
502,0.00000
503,0.00000
504,0.00139
505,0.00139
506,0.00697
507,0.00697
508,0.05649
509,0.05649
510,0.35495
511,0.35495
512,0.85774
513,0.85774
514,1.35565
515,1.35565
516,1.80962
517,1.80962
518,2.18968
519,2.18759
520,2.50488
521,2.50209
522,2.69177
523,2.69177
524,2.75384
525,2.75384
526,2.69874
527,2.69874
528,2.50279
529,2.50279
530,2.17155
531,2.17155
532,1.71967
533,1.71967
534,1.17713
535,1.17713
536,0.65342
537,0.65342
538,0.17782
539,0.17782
540,0.00837
541,0.00837
542,0.00000
543,0.00000
544,0.00000
545,0.00000
546,0.00000
547,0.00000
548,0.00000
549,0.00000
550,0.00000
551,0.00000
552,0.00000
553,0.00000
554,0.00000
555,0.00000
556,0.00000
557,0.00000
558,0.00139
559,0.00139
560,0.01255
561,0.01255
562,0.05858
563,0.05858
564,0.09763
565,0.09763
566,0.11576
567,0.11576
568,0.09833
569,0.09833
570,0.07252
571,0.07252
572,0.04045
573,0.04045
574,0.01116
575,0.01116
576,0.00139
577,0.00139
578,0.00000
579,0.00000
580,0.00000
581,0.00000
582,0.00000
583,0.00000
584,0.00000
585,0.00000
586,0.00000
587,0.00000
588,0.00000
589,0.00000
590,0.00000
591,0.00000
592,0.00000
593,0.00000
594,0.00000
595,0.00000
596,0.00000
597,0.00000
598,0.01116
599,0.01116
600,0.07531
601,0.07531
602,0.18480
603,0.18480
604,0.32427
605,0.32427
606,0.38633
607,0.38633
608,0.42190
609,0.42190
610,0.38912
611,0.38912
612,0.31450
613,0.31450
614,0.18131
615,0.18131
616,0.06346
617,0.06346
618,0.00697
619,0.00697
620,0.00000
621,0.00000
622,0.00000
623,0.00000
624,0.00000
625,0.00000
626,0.00000
627,0.00000
628,0.00000
629,0.00000
630,0.00000
631,0.00000
632,0.00000
633,0.00000
634,0.00558
635,0.00558
636,0.03975
637,0.03975
