Distance_(pixels),Gray_Value
0,68.458
1,68.491
2,68.388
3,68.246
4,68.115
5,68.014
6,68.047
7,68.189
8,68.273
9,68.239
10,68.256
11,68.411
12,68.155
13,68.118
14,67.765
15,67.558
16,67.585
17,68.030
18,68.984
19,70.111
20,70.926
21,70.474
22,67.981
23,63.920
24,61.154
25,61.174
26,63.001
27,70.751
28,80.957
29,87.484
30,93.533
31,88.046
32,83.974
33,64.967
34,41.261
35,28.960
36,23.772
37,44.916
38,70.226
39,94.204
40,127.031
41,128.945
42,143.474
43,119.142
44,98.942
45,64.194
46,19.082
47,16.279
48,21.565
49,71.454
50,114.018
51,145.813
52,169.436
53,165.224
54,171.454
55,156.415
56,135.690
57,96.261
58,44.278
59,55.327
60,39.679
61,109.105
62,178.044
63,197.991
64,195.623
65,189.125
66,186.591
67,185.235
68,189.056
69,130.101
70,63.085
71,21.894
72,9.915
73,13.040
74,48.437
75,113.179
76,175.823
77,169.767
78,180.273
79,126.373
80,68.684
81,25.939
82,11.442
83,28.254
84,65.835
85,125.287
86,176.470
87,172.620
88,172.027
89,174.252
90,184.954
91,189.489
92,171.793
93,109.009
94,38.063
95,58.132
96,50.784
97,109.405
98,155.921
99,169.660
100,177.868
101,170.357
102,177.730
103,140.315
104,103.831
105,62.088
106,14.901
107,13.600
108,14.767
109,60.782
110,98.741
111,122.767
112,145.732
113,130.850
114,127.647
115,93.472
116,66.771
117,39.981
118,20.964
119,29.238
120,41.993
121,62.318
122,79.164
123,83.369
124,87.113
125,81.661
126,74.752
127,66.406
128,59.691
129,58.855
130,60.212
131,63.110
132,66.078
133,67.964
134,67.998
135,66.832
136,66.109
137,64.754
138,64.359
139,64.033
140,64.142
141,64.593
142,65.045
143,65.181
144,65.067
145,64.749
146,64.697
147,64.773
148,64.803
149,64.756
150,64.764
151,64.744
152,64.779
153,64.795
154,64.669
155,64.480
156,64.281
157,64.044
158,63.870
159,63.766
160,63.699
161,63.526
162,63.497
163,63.483
164,63.445
165,63.338
166,63.303
167,63.294
168,63.235
