Distance_(pixels),Gray_Value
0,27.348
1,27.424
2,27.564
3,27.732
4,28.063
5,28.613
6,29.003
7,29.449
8,29.848
9,30.359
10,30.909
11,31.281
12,31.647
13,31.975
14,32.200
15,32.498
16,32.549
17,32.576
18,32.524
19,32.610
20,32.630
21,32.658
22,32.595
23,32.480
24,32.595
25,32.781
26,32.794
27,32.648
28,32.350
29,32.023
30,31.763
31,31.227
32,31.082
33,30.777
34,30.657
35,30.501
36,30.693
37,30.931
38,31.126
39,31.089
40,31.057
41,30.978
42,30.387
43,29.794
44,29.289
45,28.966
46,28.860
47,28.859
48,29.144
49,29.419
50,30.299
51,30.944
52,31.119
53,30.586
54,29.994
55,28.498
56,26.955
57,24.312
58,21.352
59,19.661
60,19.046
61,19.865
62,21.605
63,25.297
64,30.324
65,34.129
66,38.291
67,39.910
68,40.716
69,38.232
70,34.531
71,29.049
72,20.444
73,14.760
74,12.815
75,12.495
76,13.126
77,17.191
78,29.063
79,39.979
80,49.731
81,54.626
82,58.092
83,56.990
84,54.662
85,44.493
86,32.175
87,19.978
88,11.388
89,9.612
90,9.784
91,12.771
92,26.377
93,47.037
94,65.311
95,74.874
96,84.810
97,84.931
98,88.771
99,80.789
100,73.043
101,53.961
102,29.699
103,11.159
104,8.550
105,9.108
106,10.455
107,21.099
108,52.267
109,77.584
110,100.499
111,114.778
112,134.404
113,130.834
114,136.452
115,124.655
116,117.117
117,93.130
118,70.012
119,42.330
120,15.646
121,13.990
122,14.198
123,23.507
124,54.891
125,88.145
126,116.220
127,132.440
128,155.838
129,153.408
130,158.249
131,152.898
132,156.960
133,135.974
134,117.175
135,90.567
136,59.037
137,42.231
138,21.706
139,26.339
140,36.081
141,62.774
142,83.776
143,98.098
144,119.180
145,118.247
146,125.247
147,118.202
148,116.518
149,95.117
150,77.494
151,56.154
152,28.080
153,18.001
154,14.657
155,25.362
156,42.586
157,63.723
158,82.014
159,89.939
160,96.707
161,93.375
162,94.752
163,76.093
164,58.413
165,30.108
166,11.755
167,10.209
168,10.578
169,12.533
170,25.570
171,65.227
172,94.206
173,115.623
174,140.601
175,144.076
176,151.996
177,147.576
178,151.445
179,130.420
180,111.633
181,87.032
182,55.442
183,21.654
184,10.978
185,10.206
186,10.367
187,14.649
188,42.279
189,66.237
190,86.642
191,89.636
192,95.736
193,91.029
194,87.982
195,71.156
196,55.302
197,34.906
198,16.885
199,18.527
200,18.967
201,45.314
202,66.496
203,85.859
204,105.168
205,114.698
206,124.846
207,118.219
208,123.286
209,103.289
210,86.851
211,65.444
212,35.418
213,19.180
214,14.732
215,19.226
216,38.331
217,75.156
218,99.006
219,124.414
220,149.952
221,153.618
222,159.212
223,152.302
224,156.967
225,136.574
226,120.188
227,95.355
228,67.227
229,34.884
230,14.357
231,12.820
232,13.133
233,19.936
234,51.580
235,79.901
236,101.740
237,112.602
238,125.504
239,121.359
240,125.250
241,112.343
242,98.830
243,78.141
244,54.653
245,26.828
246,9.178
247,7.069
248,7.314
249,10.139
250,22.252
251,48.675
252,63.514
253,72.737
254,78.782
255,76.096
256,76.237
257,66.419
258,53.255
259,36.841
260,17.036
261,8.931
262,6.927
263,7.165
264,7.971
265,14.081
266,28.352
267,42.340
268,47.943
269,50.130
270,50.857
271,49.302
272,41.401
273,32.320
274,18.707
275,12.622
276,9.729
277,9.529
278,9.810
279,11.900
280,16.930
281,26.685
282,31.222
283,33.566
284,34.266
285,32.918
286,30.779
287,26.535
288,21.035
289,17.433
290,14.986
291,14.102
292,14.173
293,14.234
294,15.190
295,16.164
296,16.471
297,16.790
298,16.763
299,16.319
300,15.290
301,14.130
302,13.263
303,12.491
304,12.237
305,11.831
306,11.579
307,11.402
308,11.338
309,11.235
310,11.105
311,10.915
312,10.871
313,10.793
314,10.711
315,10.594
316,10.482
317,10.315
318,10.250
319,10.133
320,10.068
321,9.973
322,9.872
323,9.681
324,9.556
325,9.488
326,9.355
327,9.025
328,8.836
329,8.592
330,8.424
331,8.234
332,8.071
333,7.740
334,7.612
335,7.332
336,7.192
337,6.949
338,6.778
339,6.498
340,6.386
341,6.323
342,6.209
343,5.875
344,5.776
345,5.686
346,5.633
347,5.393
348,5.310
349,5.195
350,5.143
351,4.898
352,4.838
353,4.711
354,4.667
355,4.473
356,4.431
357,4.364
358,4.271
359,3.971
