Distance_(pixels),Gray_Value
0,43.659
1,43.481
2,43.334
3,43.124
4,42.994
5,42.907
6,42.695
7,42.573
8,42.345
9,42.094
10,41.923
11,41.774
12,41.752
13,41.773
14,41.652
15,41.473
16,41.330
17,40.906
18,40.472
19,39.960
20,39.476
21,39.201
22,38.939
23,38.779
24,38.692
25,38.856
26,39.215
27,39.458
28,39.550
29,39.535
30,38.618
31,37.789
32,36.577
33,35.723
34,35.061
35,35.491
36,36.622
37,39.228
38,40.919
39,43.335
40,44.146
41,44.553
42,43.493
43,41.767
44,37.989
45,34.121
46,31.327
47,30.979
48,31.912
49,36.370
50,41.727
51,48.385
52,53.767
53,57.590
54,57.360
55,57.428
56,51.478
57,42.803
58,33.581
59,24.859
60,21.665
61,22.283
62,31.994
63,48.355
64,60.571
65,72.112
66,76.279
67,80.526
68,75.906
69,70.654
70,53.532
71,31.847
72,12.777
73,9.493
74,9.672
75,12.206
76,30.803
77,64.694
78,86.907
79,111.016
80,119.692
81,131.293
82,123.253
83,125.231
84,99.293
85,77.323
86,46.505
87,15.029
88,13.234
89,13.553
90,20.291
91,53.909
92,92.494
93,124.714
94,142.011
95,163.702
96,158.995
97,166.465
98,155.144
99,152.087
100,121.617
101,91.119
102,68.429
103,32.121
104,37.575
105,38.921
106,73.246
107,100.827
108,124.933
109,151.804
110,150.505
111,157.884
112,152.956
113,157.505
114,136.271
115,112.570
116,85.470
117,50.422
118,33.525
119,19.183
120,32.505
121,47.508
122,73.662
123,97.875
124,101.653
125,107.481
126,97.233
127,90.929
128,63.898
129,31.303
130,12.273
131,11.385
132,11.074
133,14.960
134,57.717
135,93.988
136,121.063
137,151.174
138,153.792
139,160.296
140,156.007
141,160.832
142,140.911
143,114.654
144,83.634
145,41.524
146,14.431
147,11.011
148,10.853
149,12.619
150,44.770
151,73.141
152,86.553
153,103.726
154,96.458
155,99.931
156,78.265
157,58.629
158,42.073
159,27.056
160,33.867
161,43.535
162,79.773
163,105.378
164,129.945
165,154.364
166,151.235
167,156.880
168,151.798
169,155.681
170,128.746
171,105.286
172,77.556
173,39.093
174,24.161
175,18.138
176,44.194
177,69.562
178,106.348
179,135.242
180,153.507
181,171.021
182,162.708
183,169.988
184,149.333
185,131.547
186,99.616
187,64.859
188,26.060
189,13.173
190,12.168
191,12.809
192,22.699
193,60.986
194,84.045
195,109.091
196,112.317
197,118.685
198,112.284
199,108.945
200,85.874
201,62.863
202,36.239
203,11.469
204,9.398
205,9.283
206,12.726
207,29.554
208,51.379
209,65.793
210,71.478
211,74.081
212,70.417
213,66.335
214,54.600
215,40.727
216,25.999
217,16.682
218,15.782
219,18.050
220,28.168
221,39.226
222,47.900
223,51.899
224,51.856
225,52.215
226,49.061
227,41.589
228,35.415
229,28.739
230,26.004
231,25.959
232,27.734
233,31.413
234,35.906
235,39.099
236,40.084
237,40.582
238,39.978
239,38.141
240,35.807
241,33.762
242,31.976
243,30.864
244,30.726
245,31.248
246,31.753
247,32.260
248,32.773
249,32.921
250,32.717
251,32.375
252,31.922
253,31.549
254,31.200
255,31.003
256,30.801
257,30.620
258,30.552
259,30.291
260,29.926
261,29.571
262,29.121
263,28.779
264,28.238
265,27.794
266,27.453
267,27.069
268,26.745
269,26.445
270,25.964
271,25.617
272,25.230
273,24.761
