Distance_(pixels),Gray_Value
0,0.0014
1,0.0014
2,0.0014
3,0.0014
4,0.0000
5,0.0000
6,0.0000
7,0.0000
8,0.0000
9,0.0000
10,0.0000
11,0.0000
12,0.0014
13,0.0014
14,0.0014
15,0.0014
16,0.0014
17,0.0014
18,0.0014
19,0.0014
20,0.0000
21,0.0000
22,0.0000
23,0.0000
24,0.0000
25,0.0000
26,0.0000
27,0.0000
28,0.0014
29,0.0014
30,0.0042
31,0.0042
32,0.0112
33,0.0112
34,0.0279
35,0.0279
36,0.0411
37,0.0411
38,0.0579
39,0.0579
40,0.0411
41,0.0411
42,0.0293
43,0.0293
44,0.0042
45,0.0042
46,0.0000
47,0.0000
48,0.0000
49,0.0000
50,0.0000
51,0.0000
52,0.0188
53,0.0000
54,0.0000
55,0.0000
56,0.0000
57,0.0000
58,0.0000
59,0.0000
60,0.0139
61,0.0139
62,0.0809
63,0.0809
64,0.2392
65,0.2392
66,0.4156
67,0.4156
68,0.5181
69,0.5181
70,0.5209
71,0.5209
72,0.4198
73,0.4198
74,0.2406
75,0.2406
76,0.0530
77,0.0530
78,0.0042
79,0.0042
80,0.0000
81,0.0000
82,0.0000
83,0.0000
84,0.0000
85,0.0000
86,0.0042
87,0.0042
88,0.0802
89,0.0488
90,0.2657
91,0.2657
92,0.7796
93,0.7796
94,1.4247
95,1.4247
96,1.9603
97,1.9603
98,2.1736
99,2.1736
100,2.0788
101,2.0788
102,1.6611
103,1.6611
104,1.0063
105,1.0063
106,0.4254
107,0.4254
108,0.0676
109,0.0676
110,0.0028
111,0.0028
112,0.0000
113,0.0000
114,0.0000
115,0.0000
116,0.0237
117,0.0237
118,0.5077
119,0.5077
120,1.5391
121,1.5391
122,2.8870
123,2.8877
124,4.0990
125,4.1172
126,5.0132
127,5.0921
128,5.4261
129,5.5251
130,5.4100
131,5.3033
132,4.6534
133,4.6067
134,3.6339
135,3.6151
136,2.0990
137,2.0948
138,0.7141
139,0.7141
140,0.0676
141,0.0676
142,0.0132
143,0.0132
144,0.0314
145,0.0146
146,0.0711
147,0.0711
148,0.7971
149,0.7971
150,2.4861
151,2.4895
152,5.1743
153,5.8264
154,10.4017
155,13.2768
156,18.3780
157,21.6283
158,23.9010
159,25.7538
160,26.0676
161,26.7552
162,25.4888
163,24.9965
164,21.8033
165,19.2092
166,14.2455
167,11.4916
168,7.2929
169,5.5216
170,2.9582
171,2.8410
172,1.1841
173,1.1841
174,0.9435
175,0.9435
176,0.9561
177,0.9561
178,1.5335
179,1.5335
180,3.8480
181,3.8563
182,7.4261
183,9.6757
184,16.7211
185,22.0251
186,29.3152
187,34.1967
188,39.0844
189,42.0537
190,44.4728
191,46.2169
192,46.6053
193,47.3006
194,46.4351
195,45.6534
196,43.1430
197,41.3682
198,36.6618
199,32.2545
200,25.8194
201,21.1967
202,14.2287
203,9.8522
204,5.3445
205,3.9491
206,3.0098
207,2.9770
208,3.0049
209,2.9888
210,3.5502
211,3.6192
212,6.3550
213,8.2992
214,15.1374
215,19.7434
216,26.7748
217,32.2587
218,38.7301
219,42.3347
220,45.1499
221,47.5516
222,48.4568
223,49.4010
224,48.9512
225,48.4679
226,45.8821
227,43.8682
228,39.3187
229,35.6144
230,29.2399
231,24.4344
232,17.5976
233,13.2392
234,6.8689
235,5.1590
236,2.6890
237,2.6095
238,1.7343
239,1.7343
240,1.6444
241,1.6444
242,1.7064
243,1.7064
244,2.3815
245,2.4156
246,4.4840
247,5.5530
248,9.9930
249,12.6799
250,16.6513
251,19.0516
252,21.0607
253,22.5411
254,22.6722
255,23.0802
256,21.5467
257,20.2859
258,16.4916
259,13.8926
260,9.6325
261,7.3340
262,4.2392
263,3.7413
264,1.7559
265,1.7517
266,0.6925
267,0.6925
268,0.5000
269,0.5000
270,0.5132
271,0.5132
272,0.6722
273,0.6722
274,1.7134
275,1.7134
276,3.6667
277,3.7064
278,6.2503
279,7.3047
280,10.4310
281,12.0119
282,13.5851
283,14.8020
284,14.6841
285,14.8745
286,13.3222
287,12.5446
288,9.7008
289,7.9568
290,5.1318
291,4.4463
292,2.5893
293,2.5460
294,1.3173
295,1.3173
296,1.0690
297,1.0690
298,1.0725
299,1.0725
300,1.3808
301,1.3808
302,2.8278
303,2.8438
304,5.3780
305,6.1715
306,11.6304
307,15.2510
308,22.0851
309,27.0851
310,32.5907
311,35.7490
312,38.1213
313,39.5872
314,39.8117
315,40.0314
316,38.9407
317,38.3040
318,35.5997
319,32.9268
320,28.1632
321,24.5230
322,18.1485
323,13.6792
324,7.4958
325,5.7015
326,3.0432
327,2.9184
328,1.5851
329,1.5851
330,1.2915
331,1.2915
332,1.2762
333,1.2762
334,1.4749
335,1.4749
336,2.2964
337,2.3040
338,3.9240
339,4.1464
340,6.3089
341,7.3466
342,8.9519
343,9.7036
344,9.8431
345,9.9470
346,8.7873
347,7.9254
348,6.0872
349,5.5098
350,3.7371
351,3.6813
352,1.8794
353,1.8794
354,0.6994
355,0.6994
356,0.4344
357,0.4344
358,0.4324
359,0.4324
360,0.6806
361,0.6806
362,2.1820
363,2.1792
364,5.1904
365,6.3347
366,12.5237
367,16.6918
368,23.0809
369,27.7301
370,33.0000
371,36.1611
372,38.7964
373,40.5523
374,40.9324
375,41.3487
376,40.3033
377,39.2761
378,36.3842
379,33.8675
380,28.7657
381,25.0551
382,18.5669
383,13.5335
384,7.2720
385,5.3020
386,2.5530
387,2.5300
388,0.7901
389,0.7901
390,0.5035
391,0.5035
392,0.5056
393,0.5056
394,0.6423
395,0.6423
396,1.5188
397,1.5188
398,3.0530
399,3.0530
400,4.5167
401,4.6960
402,5.7650
403,6.2252
404,6.6736
405,6.9909
406,6.6116
407,6.5251
408,5.3766
409,4.9066
410,3.4073
411,3.3389
412,1.9847
413,1.9847
414,1.3222
415,1.3222
416,1.2455
417,1.1290
418,1.1374
419,1.1374
420,1.3703
421,1.3710
422,2.6548
423,2.6667
424,5.7448
425,7.4038
426,13.1827
427,17.0690
428,23.0983
429,26.7594
430,31.2266
431,33.6541
432,35.3438
433,36.8410
434,36.8891
435,36.6722
436,34.9135
437,33.7448
438,30.3215
439,27.3828
440,22.0370
441,17.8117
442,11.7517
443,8.3347
444,4.4003
445,3.9365
446,1.7650
447,1.7650
448,0.7392
449,0.7392
450,0.6130
451,0.6130
452,0.6067
453,0.6067
454,0.9379
455,0.9379
456,1.8522
457,1.8522
458,3.2399
459,3.3250
460,4.8396
461,5.4310
462,6.5558
463,7.2497
464,7.5704
465,7.8382
466,7.1018
467,6.5774
468,5.2943
469,4.7343
470,3.4003
471,3.3550
472,1.8898
473,1.8898
474,0.7664
475,0.7664
476,0.1974
477,0.1974
478,0.1520
479,0.1520
480,0.1513
481,0.1513
482,0.3508
483,0.3508
484,1.1639
485,1.1639
486,2.4777
487,2.4763
488,4.1192
489,4.5809
490,6.5997
491,7.6792
492,8.8312
493,9.6674
494,9.5446
495,9.3605
496,8.0112
497,7.2225
498,5.1346
499,4.1527
500,2.5251
501,2.3842
502,1.2057
503,1.2057
504,0.6046
505,0.6046
506,0.4742
507,0.4742
508,0.4840
509,0.4840
510,0.6618
511,0.6618
512,1.4540
513,1.4540
514,3.2176
515,3.3271
516,6.6855
517,8.6778
518,14.5600
519,17.5307
520,21.4679
521,23.8933
522,25.1688
523,26.3054
524,26.1032
525,25.8298
526,24.3487
527,23.0056
528,19.8940
529,16.9331
530,12.3926
531,8.2824
532,4.7155
533,3.9310
534,2.0007
535,1.9958
536,1.1841
537,1.1841
538,0.9847
539,0.9847
540,0.9714
541,0.9714
542,1.0858
543,1.0858
544,1.6848
545,1.7022
546,3.2873
547,4.0028
548,7.8368
549,10.0230
550,13.9177
551,15.9093
552,17.6715
553,18.9031
554,18.8815
555,19.0830
556,17.9024
557,16.9603
558,14.5404
559,12.3940
560,8.7685
561,6.4470
562,3.9840
563,3.4958
564,1.6764
565,1.6688
566,0.4749
567,0.4749
568,0.0230
569,0.0230
570,0.0042
571,0.0042
572,0.0042
573,0.0042
574,0.0223
575,0.0223
576,0.3989
577,0.3989
578,1.1736
579,1.1736
580,1.9609
581,1.9568
582,2.6722
583,2.7873
584,3.3375
585,3.5642
586,3.5258
587,3.5481
588,3.3006
589,3.0809
590,2.4958
591,2.3236
592,1.5809
593,1.5558
594,0.7999
595,0.7999
596,0.1360
597,0.1360
598,0.0000
599,0.0000
600,0.0000
601,0.0000
602,0.0000
603,0.0000
604,0.0000
605,0.0000
606,0.0000
607,0.0000
608,0.0126
609,0.0126
610,0.1869
611,0.1869
612,0.6715
613,0.6715
614,1.0139
615,1.0139
616,1.1185
617,1.1185
618,1.0907
619,1.0907
620,0.9191
621,0.9191
622,0.5300
623,0.5300
624,0.1834
625,0.1834
626,0.0342
627,0.0342
628,0.0000
629,0.0000
630,0.0000
631,0.0000
632,0.0000
633,0.0000
634,0.0000
635,0.0000
636,0.0000
637,0.0000
