Distance_(pixels),Gray_Value
0,0.0000
1,0.0000
2,0.0000
3,0.0000
4,0.0000
5,0.0000
6,0.0000
7,0.0000
8,0.0000
9,0.0000
10,0.0000
11,0.0000
12,0.0000
13,0.0000
14,0.0000
15,0.0000
16,0.0000
17,0.0000
18,0.0000
19,0.0000
20,0.0000
21,0.0000
22,0.0000
23,0.0000
24,0.0000
25,0.0000
26,0.0000
27,0.0000
28,0.0000
29,0.0000
30,0.0000
31,0.0000
32,0.0000
33,0.0000
34,0.0000
35,0.0000
36,0.0000
37,0.0000
38,0.0000
39,0.0000
40,0.0000
41,0.0000
42,0.0000
43,0.0000
44,0.0000
45,0.0000
46,0.0000
47,0.0000
48,0.0000
49,0.0000
50,0.0000
51,0.0000
52,0.0000
53,0.0000
54,0.0000
55,0.0000
56,0.0000
57,0.0000
58,0.0000
59,0.0000
60,0.0000
61,0.0000
62,0.0000
63,0.0000
64,0.0000
65,0.0000
66,0.0000
67,0.0000
68,0.0000
69,0.0000
70,0.0000
71,0.0014
72,0.2878
73,0.2885
74,0.0477
75,0.0477
76,0.1685
77,0.2523
78,0.6428
79,0.7773
80,1.5517
81,1.8221
82,2.4201
83,2.8026
84,3.2119
85,3.2321
86,3.2885
87,3.0535
88,2.7223
89,2.0564
90,1.5387
91,0.8315
92,0.3688
93,0.1020
94,0.1576
95,0.1916
96,0.3565
97,0.3623
98,0.1952
99,0.1931
100,0.0557
101,0.0557
102,0.2336
103,0.4664
104,2.0412
105,3.6609
106,6.6095
107,10.1815
108,15.3796
109,19.1164
110,22.8163
111,25.3861
112,28.0340
113,28.9732
114,29.4628
115,28.5423
116,26.2892
117,22.2589
118,17.0629
119,12.4606
120,7.6146
121,4.9653
122,2.8207
123,1.5539
124,0.9957
125,0.4591
126,0.3594
127,0.5076
128,0.7368
129,0.7317
130,1.5076
131,3.0318
132,5.3463
133,8.8416
134,15.6920
135,22.7802
136,33.6291
137,39.9277
138,47.5047
139,51.3369
140,54.2292
141,55.2169
142,56.0571
143,55.5806
144,53.5177
145,50.8503
146,46.0853
147,41.4946
148,34.8915
149,27.8518
150,19.4628
151,13.3189
152,6.9783
153,4.5278
154,3.1511
155,2.4244
156,2.1106
157,2.1576
158,3.3977
159,5.2285
160,8.8923
161,13.6298
162,22.2451
163,29.8604
164,39.4628
165,45.7968
166,51.7006
167,54.8800
168,58.5857
169,60.0362
170,60.3876
171,59.9306
172,58.7809
173,57.0528
174,53.9212
175,49.9140
176,43.2625
177,36.2025
178,26.7332
179,19.1171
180,10.7101
181,6.4606
182,3.4772
183,2.2719
184,1.1092
185,0.6855
186,1.0094
187,1.5409
188,2.4902
189,3.7737
190,6.8228
191,11.0318
192,18.6052
193,23.9161
194,30.0072
195,34.5785
196,39.2039
197,41.0926
198,41.8633
199,41.6985
200,40.5604
201,37.8995
202,33.6500
203,29.6132
204,23.7939
205,17.4787
206,10.8597
207,6.2610
208,3.0108
209,1.4736
210,0.6522
211,0.5054
212,0.3876
213,0.2523
214,0.3745
215,0.3970
216,0.2176
217,0.2661
218,0.6638
219,1.1475
220,1.9957
221,2.9812
222,4.4158
223,5.2957
224,6.7563
225,6.9696
226,7.0832
227,6.8771
228,6.0687
229,4.4664
230,3.2617
231,2.2364
232,1.4924
233,0.8019
234,0.4309
235,0.4346
236,0.3594
237,0.1866
238,0.4259
239,0.4454
240,1.0672
241,1.3912
242,2.7686
243,4.7744
244,9.0897
245,14.0441
246,23.0304
247,30.5213
248,39.5647
249,43.3724
250,47.7397
251,48.7455
252,49.0463
253,48.7816
254,47.8713
255,46.5148
256,43.0766
257,38.2596
258,31.4946
259,24.6753
260,17.1960
261,10.8771
262,5.7556
263,3.5401
264,1.2213
265,0.5857
266,0.2762
267,0.1866
268,0.2784
269,0.3688
270,0.6132
271,0.9516
272,2.1359
273,3.4693
274,5.6515
275,7.9017
276,10.4902
277,12.3601
278,14.3550
279,15.7766
280,15.8539
281,14.7317
282,13.3514
283,11.1020
284,8.5951
285,5.8142
286,3.9212
287,2.3818
288,1.2046
289,0.5560
290,0.3709
291,0.3543
292,0.1822
293,0.1685
294,0.2632
295,0.2711
296,1.3312
297,2.2986
298,4.9855
299,8.8416
300,16.8604
301,24.2241
302,32.7361
303,37.7809
304,42.8980
305,44.0810
306,45.2278
307,44.8084
308,43.9834
309,42.1916
310,38.5806
311,34.8330
312,28.4649
313,21.3398
314,13.6081
315,8.5394
316,4.1772
317,2.2574
318,1.3377
319,0.9349
320,0.5611
321,0.2878
322,0.2487
323,0.4736
324,0.4996
325,0.4591
326,1.4570
327,2.2017
328,3.9118
329,5.1099
330,7.0593
331,8.7419
332,10.2849
333,10.8547
334,10.9537
335,10.6074
336,9.8134
337,8.3225
338,6.6529
339,4.8814
340,3.5524
341,2.2502
342,1.4707
343,0.8764
344,0.6175
345,0.3254
346,0.2813
347,0.4888
348,0.6970
349,0.8272
350,2.1157
351,3.8749
352,8.2458
353,12.8330
354,19.7896
355,26.4555
356,34.8590
357,38.4179
358,42.0897
359,43.3398
360,44.0730
361,43.4664
362,41.8872
363,39.4230
364,35.7968
365,30.8923
366,25.0427
367,20.0419
368,13.1287
369,8.0738
370,3.8525
371,2.1685
372,1.2061
373,0.6349
374,0.4469
375,0.4931
376,0.0535
377,0.0492
378,0.0282
379,0.0275
380,0.0405
381,0.0419
382,0.0730
383,0.0745
384,0.3044
385,0.3174
386,0.5546
387,0.6298
388,0.7245
389,0.7440
390,0.6847
391,0.5459
392,0.4006
393,0.2719
394,0.0940
395,0.0730
396,0.1085
397,0.1070
398,0.1829
399,0.1446
400,0.1728
401,0.1461
402,0.0528
403,0.1222
404,0.2798
405,0.5315
406,1.2921
407,2.4027
408,5.4534
409,7.5654
410,10.8713
411,13.9740
412,17.2364
413,18.9964
414,19.2957
415,18.9024
416,17.1576
417,14.1822
418,10.9190
419,8.2119
420,5.8525
421,3.2711
422,1.6132
423,0.8373
424,0.5221
425,0.2863
426,0.2256
427,0.2581
428,0.4121
429,0.3529
430,0.5127
431,0.8698
432,2.2697
433,3.4548
434,6.9226
435,11.2610
436,18.0456
437,21.4425
438,26.8800
439,30.2589
440,33.0202
441,33.5127
442,33.7390
443,32.5582
444,30.2126
445,25.8308
446,19.7983
447,15.1251
448,10.4346
449,6.4584
450,3.6211
451,2.1815
452,1.4035
453,0.7137
454,0.4881
455,0.4584
456,0.2871
457,0.2444
458,0.3955
459,0.5893
460,0.9689
461,1.4064
462,2.6377
463,4.1388
464,7.2429
465,9.0788
466,11.1656
467,13.0600
468,15.1945
469,15.6551
470,14.8149
471,13.3666
472,11.2950
473,9.0745
474,6.8098
475,4.9993
476,3.2148
477,1.6819
478,1.1287
479,0.6703
480,0.4526
481,0.3529
482,0.3174
483,0.3268
484,0.1367
485,0.1215
486,0.3297
487,0.3073
488,0.0557
489,0.0231
490,0.0159
491,0.0289
492,0.0398
493,0.0427
494,0.0521
495,0.0651
496,0.0962
497,0.0897
498,0.1048
499,0.0860
500,0.0716
501,0.0557
502,0.0130
503,0.0116
504,0.0000
505,0.0000
506,0.0000
507,0.0000
508,0.0000
509,0.0000
510,0.0000
511,0.0000
512,0.0000
