Distance_(pixels),Gray_Value
0,15.203
1,15.208
2,15.290
3,15.481
4,15.771
5,16.071
6,16.302
7,16.404
8,16.564
9,16.887
10,17.043
11,17.260
12,17.601
13,18.096
14,18.781
15,19.454
16,19.744
17,20.101
18,20.479
19,20.639
20,20.662
21,20.611
22,20.509
23,20.173
24,20.107
25,19.946
26,19.943
27,20.190
28,20.593
29,21.125
30,21.382
31,21.715
32,21.611
33,21.437
34,20.890
35,20.336
36,19.719
37,19.110
38,18.716
39,18.265
40,18.228
41,18.335
42,18.949
43,19.983
44,21.352
45,23.097
46,24.452
47,25.317
48,25.078
49,23.471
50,21.444
51,18.505
52,15.090
53,12.810
54,11.268
55,10.698
56,10.813
57,11.555
58,13.420
59,17.008
60,24.418
61,31.986
62,37.100
63,38.443
64,37.859
65,34.129
66,28.951
67,22.113
68,13.888
69,9.539
70,7.357
71,6.316
72,6.478
73,8.498
74,11.615
75,20.423
76,35.528
77,46.043
78,55.234
79,57.670
80,58.913
81,56.778
82,52.631
83,41.517
84,26.766
85,12.747
86,7.976
87,6.512
88,6.772
89,8.615
90,12.823
91,30.985
92,53.699
93,68.014
94,82.083
95,87.126
96,93.385
97,89.949
98,91.655
99,79.982
100,69.366
101,50.145
102,26.600
103,10.341
104,7.740
105,8.554
106,9.859
107,20.667
108,51.002
109,74.413
110,95.620
111,109.236
112,127.120
113,127.291
114,132.740
115,128.573
116,130.177
117,111.762
118,98.398
119,78.491
120,55.434
121,27.930
122,14.290
123,13.548
124,14.513
125,28.777
126,57.854
127,83.306
128,105.003
129,118.534
130,138.723
131,137.154
132,143.272
133,139.796
134,143.346
135,122.902
136,109.807
137,88.552
138,67.613
139,46.196
140,17.819
141,12.272
142,11.229
143,15.369
144,30.709
145,50.161
146,66.133
147,75.781
148,83.137
149,80.530
150,83.416
151,74.656
152,64.262
153,46.854
154,25.969
155,12.829
156,9.856
157,10.146
158,12.545
159,32.736
160,56.858
161,74.114
162,91.027
163,99.747
164,109.102
165,105.253
166,107.847
167,97.022
168,87.460
169,71.204
170,49.649
171,22.544
172,11.275
173,9.983
174,10.099
175,13.454
176,31.514
177,61.189
178,82.232
179,98.046
180,114.996
181,116.288
182,120.460
183,117.301
184,116.726
185,99.038
186,83.061
187,64.239
188,37.171
189,14.768
190,10.074
191,9.862
192,11.143
193,20.248
194,48.975
195,69.155
196,85.745
197,94.474
198,104.851
199,100.810
200,103.444
201,95.364
202,86.389
203,70.976
204,53.370
205,34.636
206,13.367
207,10.245
208,10.151
209,12.970
210,27.635
211,49.382
212,63.341
213,74.453
214,81.005
215,78.807
216,81.227
217,72.556
218,60.506
219,42.176
220,17.086
221,9.688
222,8.233
223,8.913
224,12.188
225,41.741
226,65.285
227,88.030
228,106.477
229,121.423
230,137.632
231,136.576
232,141.310
233,134.243
234,131.610
235,113.145
236,94.656
237,75.139
238,48.048
239,21.473
240,11.907
241,11.843
242,12.196
243,22.819
244,52.219
245,77.552
246,95.482
247,108.789
248,123.972
249,122.827
250,126.825
251,119.741
252,113.805
253,96.789
254,77.908
255,59.706
256,29.861
257,11.071
258,7.056
259,6.253
260,7.409
261,12.385
262,32.037
263,53.562
264,67.211
265,76.055
266,81.381
267,78.937
268,80.280
269,72.903
270,60.999
271,48.523
272,25.764
273,9.582
274,5.534
275,4.536
276,3.990
277,4.319
278,5.986
279,15.060
280,30.321
281,44.645
282,49.366
283,49.688
284,49.933
285,47.326
286,37.939
287,26.519
288,11.796
289,6.588
290,4.488
291,3.499
292,3.148
293,2.981
294,3.898
295,7.488
296,10.757
297,19.549
298,24.752
299,26.539
300,26.895
301,24.456
302,20.111
303,15.296
304,8.991
305,6.035
306,4.579
307,3.833
308,3.304
309,3.071
310,3.515
311,4.503
312,5.093
313,5.950
314,6.395
315,6.641
316,6.423
317,5.941
318,5.508
319,4.773
320,4.237
321,3.870
322,3.520
323,3.255
324,3.197
325,3.303
326,3.227
327,3.224
328,3.149
329,3.044
330,2.998
331,2.800
332,2.718
333,2.524
334,2.453
335,2.120
336,2.047
337,1.910
338,1.844
339,1.600
340,1.551
341,1.518
342,1.442
343,1.291
344,1.214
345,1.163
346,1.110
347,1.004
348,0.955
349,0.889
350,0.862
351,0.786
352,0.776
353,0.771
354,0.766
355,0.719
356,0.708
357,0.714
358,0.696
359,0.630
