Distance_(pixels),Gray_Value
0,0.0000
1,0.0000
2,0.0000
3,0.0000
4,0.0000
5,0.0000
6,0.0000
7,0.0000
8,0.0000
9,0.0000
10,0.0000
11,0.0000
12,0.0000
13,0.0000
14,0.0000
15,0.0000
16,0.0042
17,0.0042
18,0.0028
19,0.0028
20,0.0056
21,0.0056
22,0.0000
23,0.0000
24,0.0000
25,0.0000
26,0.0000
27,0.0000
28,0.0000
29,0.0000
30,0.0000
31,0.0000
32,0.0000
33,0.0000
34,0.0000
35,0.0000
36,0.0000
37,0.0000
38,0.0000
39,0.0000
40,0.0000
41,0.0000
42,0.0000
43,0.0000
44,0.0000
45,0.0000
46,0.0014
47,0.0014
48,0.0342
49,0.0342
50,0.2071
51,0.2071
52,0.4219
53,0.4031
54,0.5272
55,0.5272
56,0.5446
57,0.5446
58,0.4714
59,0.4714
60,0.2992
61,0.2992
62,0.0718
63,0.0718
64,0.0056
65,0.0056
66,0.0000
67,0.0000
68,0.0000
69,0.0000
70,0.0000
71,0.0000
72,0.0000
73,0.0000
74,0.0000
75,0.0000
76,0.0000
77,0.0000
78,0.0000
79,0.0000
80,0.0321
81,0.0321
82,0.4442
83,0.4442
84,1.2503
85,1.2503
86,2.2497
87,2.2573
88,3.1081
89,3.0753
90,3.5119
91,3.5160
92,3.6827
93,3.6555
94,3.5544
95,3.5516
96,3.2531
97,3.2531
98,2.5962
99,2.5962
100,1.7015
101,1.7015
102,0.7985
103,0.7985
104,0.1841
105,0.1841
106,0.0014
107,0.0014
108,0.0000
109,0.0000
110,0.0000
111,0.0000
112,0.0000
113,0.0000
114,0.0028
115,0.0028
116,0.1367
117,0.1367
118,1.0314
119,1.0314
120,2.4219
121,2.4219
122,4.0342
123,4.0635
124,5.7866
125,6.5858
126,9.0384
127,10.5774
128,12.2106
129,13.5049
130,14.1848
131,15.0356
132,14.8863
133,15.0335
134,13.7259
135,13.1297
136,10.8556
137,9.7113
138,6.9351
139,5.9937
140,4.0537
141,3.8333
142,2.3180
143,2.3075
144,1.2385
145,1.2071
146,0.5844
147,0.5844
148,0.3884
149,0.3884
150,0.3870
151,0.3870
152,0.4728
153,0.4728
154,1.1158
155,1.1158
156,2.6311
157,2.6311
158,4.6437
159,4.7434
160,7.3570
161,8.6199
162,12.4944
163,15.2775
164,18.8271
165,21.6876
166,24.0321
167,26.1081
168,27.4066
169,28.7775
170,28.9665
171,29.4742
172,28.4930
173,28.1067
174,25.9121
175,24.2671
176,20.9665
177,18.7329
178,14.7796
179,12.2796
180,8.3208
181,6.5300
182,3.9386
183,3.5865
184,2.1095
185,2.0997
186,1.5586
187,1.5565
188,1.4393
189,1.4393
190,1.4623
191,1.4623
192,1.6876
193,1.6876
194,2.3815
195,2.3815
196,3.9310
197,4.0356
198,6.2615
199,7.0921
200,10.0105
201,11.8780
202,14.9693
203,16.8724
204,18.5544
205,19.8110
206,20.2120
207,20.9700
208,20.5907
209,20.6806
210,19.2957
211,18.0669
212,15.1653
213,13.5523
214,9.9819
215,8.0467
216,5.2957
217,4.7936
218,3.0739
219,3.0425
220,1.6464
221,1.6464
222,0.7364
223,0.7364
224,0.3710
225,0.3710
226,0.2908
227,0.2908
228,0.2873
229,0.2873
230,0.3808
231,0.3808
232,0.7824
233,0.7824
234,1.4344
235,1.4344
236,2.1416
237,2.1388
238,2.8340
239,2.8584
240,3.3989
241,3.4819
242,3.7734
243,3.8110
244,3.7371
245,3.6785
246,3.2350
247,3.1185
248,2.4693
249,2.4421
250,1.7092
251,1.7050
252,0.9798
253,0.9798
254,0.4191
255,0.4191
256,0.1241
257,0.1241
258,0.0683
259,0.0683
260,0.0697
261,0.0697
262,0.1018
263,0.1018
264,0.3759
265,0.3759
266,1.1890
267,1.1890
268,2.4749
269,2.4763
270,4.0530
271,4.1165
272,5.7650
273,6.3905
274,8.5021
275,9.5635
276,11.0941
277,12.4435
278,12.9693
279,13.6695
280,13.1332
281,13.1269
282,11.7650
283,11.0237
284,9.1764
285,8.1450
286,6.1102
287,5.1604
288,3.5621
289,3.4505
290,2.1548
291,2.1541
292,1.1597
293,1.1597
294,0.6618
295,0.6618
296,0.5460
297,0.5460
298,0.5572
299,0.5572
300,0.7364
301,0.7364
302,1.3515
303,1.3515
304,2.4338
305,2.4338
306,3.8989
307,4.0188
308,5.7029
309,6.4059
310,8.3145
311,9.2817
312,10.9184
313,12.0404
314,12.7252
315,13.3982
316,13.3975
317,13.9868
318,13.5321
319,13.4589
320,11.9700
321,11.2657
322,9.2420
323,8.2434
324,6.0900
325,5.2929
326,3.5976
327,3.4031
328,2.0056
329,2.0028
330,1.1667
331,1.1667
332,0.7399
333,0.7399
334,0.5955
335,0.5955
336,0.5739
337,0.5739
338,0.6527
339,0.6527
340,0.9331
341,0.9331
342,1.4052
343,1.4052
344,1.9895
345,1.9840
346,2.4937
347,2.4902
348,2.9344
349,2.9303
350,3.1583
351,3.1653
352,3.2029
353,3.1918
354,3.0105
355,2.9805
356,2.5621
357,2.5621
358,1.9289
359,1.9289
360,1.1813
361,1.1813
362,0.4798
363,0.4798
364,0.1311
365,0.1311
366,0.0551
367,0.0551
368,0.0502
369,0.0502
370,0.0969
371,0.0969
372,0.4756
373,0.4756
374,1.4561
375,1.4561
376,3.0265
377,3.0495
378,4.9589
379,5.5098
380,8.0244
381,9.5718
382,12.7615
383,14.7943
384,16.9902
385,18.6172
386,19.4637
387,20.4686
388,20.4358
389,20.8835
390,19.9226
391,19.3250
392,17.0600
393,15.4770
394,12.1869
395,10.1367
396,7.1785
397,5.9407
398,4.0342
399,3.8766
400,2.1541
401,2.1499
402,0.9568
403,0.9568
404,0.2657
405,0.2657
406,0.0307
407,0.0307
408,0.0237
409,0.0237
410,0.0307
411,0.0307
412,0.1227
413,0.1227
414,0.6095
415,0.6095
416,1.4107
417,1.3026
418,2.0070
419,2.0070
420,2.5251
421,2.5251
422,2.7845
423,2.7615
424,2.7741
425,2.7775
426,2.6346
427,2.6311
428,2.3529
429,2.3480
430,1.9031
431,1.9031
432,1.4589
433,1.4331
434,0.9205
435,0.9205
436,0.5523
437,0.5523
438,0.3905
439,0.3905
440,0.3863
441,0.3863
442,0.4623
443,0.4623
444,0.7643
445,0.7643
446,1.3082
447,1.3082
448,2.1213
449,2.1241
450,3.2936
451,3.3452
452,4.7218
453,5.2357
454,6.7406
455,7.7985
456,8.8996
457,9.7357
458,10.0244
459,10.0725
460,9.3863
461,9.2301
462,8.2399
463,7.6681
464,6.4784
465,5.8933
466,4.5370
467,4.2755
468,3.0418
469,3.0286
470,1.7469
471,1.7469
472,0.7706
473,0.7706
474,0.2615
475,0.2615
476,0.1081
477,0.1081
478,0.0921
479,0.0921
480,0.1269
481,0.1269
482,0.3640
483,0.3640
484,0.9045
485,0.9045
486,1.5718
487,1.5718
488,2.3759
489,2.3745
490,3.1806
491,3.2538
492,3.8975
493,4.0642
494,4.4038
495,4.5153
496,4.4812
497,4.5007
498,4.1158
499,3.9854
500,3.3668
501,3.2573
502,2.5509
503,2.5063
504,1.7448
505,1.7378
506,1.0418
507,1.0418
508,0.3815
509,0.3815
510,0.0070
511,0.0070
512,0.0000
513,0.0000
514,0.0000
515,0.0000
516,0.0000
517,0.0000
518,0.0000
519,0.0000
520,0.0000
521,0.0000
522,0.0948
523,0.0948
524,0.5411
525,0.5411
526,0.9296
527,0.9296
528,1.1192
529,1.1192
530,1.1904
531,1.1904
532,1.1764
533,1.1764
534,1.0642
535,1.0642
536,0.8410
537,0.8410
538,0.4679
539,0.4679
540,0.0976
541,0.0976
542,0.0014
543,0.0014
544,0.0000
545,0.0000
546,0.0000
547,0.0000
548,0.0000
549,0.0000
550,0.0014
551,0.0014
552,0.0126
553,0.0126
554,0.1464
555,0.1464
556,0.7099
557,0.7099
558,1.2978
559,1.2978
560,1.8026
561,1.8040
562,2.1639
563,2.1702
564,2.3975
565,2.4219
566,2.4686
567,2.4477
568,2.2894
569,2.2671
570,2.0153
571,2.0132
572,1.6695
573,1.6548
574,1.2001
575,1.2001
576,0.6994
577,0.6994
578,0.2510
579,0.2510
580,0.0725
581,0.0725
582,0.0098
583,0.0098
584,0.0056
585,0.0056
586,0.0063
587,0.0063
588,0.0739
589,0.0739
590,0.3424
591,0.3424
592,0.8661
593,0.8661
594,1.3598
595,1.3598
596,1.8773
597,1.8794
598,2.3940
599,2.4184
600,2.8696
601,2.9449
602,3.1437
603,3.1904
604,3.1785
605,3.1834
606,2.9268
607,2.8187
608,2.4407
609,2.3794
610,1.8668
611,1.8612
612,1.2636
613,1.2636
614,0.6820
615,0.6820
616,0.1862
617,0.1862
618,0.0202
619,0.0202
620,0.0000
621,0.0000
622,0.0000
623,0.0000
624,0.0000
625,0.0000
626,0.0014
627,0.0014
628,0.0279
629,0.0279
630,0.2462
631,0.2462
632,0.7029
633,0.7029
634,1.2287
635,1.2287
636,1.8591
637,1.8773
