Distance_(pixels),Gray_Value
0,96.810
1,96.901
2,96.952
3,96.876
4,96.858
5,96.875
6,96.877
7,96.779
8,96.790
9,96.826
10,96.947
11,97.030
12,97.027
13,96.963
14,96.896
15,97.082
16,96.945
17,97.192
18,97.358
19,97.010
20,96.625
21,96.744
22,97.069
23,97.058
24,97.164
25,96.267
26,94.420
27,98.607
28,104.543
29,112.986
30,129.887
31,121.082
32,106.325
33,62.324
34,16.037
35,20.892
36,69.691
37,202.037
38,232.436
39,233.509
40,233.901
41,234.678
42,233.689
43,231.713
44,220.471
45,152.764
46,26.708
47,23.917
48,38.385
49,84.178
50,124.364
51,116.966
52,119.027
53,105.082
54,95.182
55,94.998
56,94.872
57,95.457
58,95.706
59,95.564
60,95.029
61,94.596
62,94.463
63,94.725
64,94.964
65,95.189
66,95.357
67,95.410
68,95.425
69,95.327
70,95.225
71,95.316
72,95.253
73,95.215
74,95.069
75,95.019
76,94.621
77,94.316
78,94.114
79,93.751
80,93.637
