Distance_(pixels),Gray_Value
0,0.0639
1,0.0828
2,0.0828
3,0.1380
4,0.1380
5,0.1496
6,0.1438
7,0.3050
8,0.2919
9,0.2716
10,0.2651
11,0.2012
12,0.1888
13,0.1765
14,0.1757
15,0.1750
16,0.1757
17,0.1997
18,0.2077
19,0.2694
20,0.2781
21,0.3239
22,0.4089
23,1.0516
24,1.2578
25,1.4967
26,1.7211
27,1.9513
28,1.9390
29,1.7647
30,1.5752
31,1.0545
32,0.8577
33,0.6311
34,0.4495
35,0.2237
36,0.1561
37,0.2542
38,0.2186
39,0.4452
40,0.4256
41,0.5570
42,0.8330
43,1.5330
44,2.7001
45,4.8845
46,6.7197
47,9.9550
48,11.5323
49,12.7865
50,13.0530
51,12.3384
52,10.3137
53,7.7712
54,5.1118
55,1.9114
56,0.7879
57,0.6296
58,0.7988
59,0.6042
60,0.2694
61,0.3341
62,0.4641
63,0.8940
64,1.1634
65,2.9426
66,5.0951
67,10.3602
68,16.4452
69,28.6550
70,35.6195
71,42.2927
72,44.6347
73,46.1060
74,44.9245
75,41.7451
76,36.6855
77,28.1140
78,21.1503
79,10.1932
80,4.9375
81,1.9136
82,0.9550
83,0.8199
84,0.5149
85,0.5258
86,0.7981
87,1.4161
88,2.8932
89,7.7298
90,14.4982
91,28.9855
92,42.5149
93,52.6311
94,57.5752
95,62.8802
96,64.6688
97,65.4524
98,64.6855
99,62.6834
100,59.3420
101,52.9325
102,45.5221
103,32.2571
104,22.4924
105,10.5352
106,5.3900
107,2.7974
108,1.8606
109,1.9739
110,3.1547
111,7.2426
112,15.0603
113,30.4386
114,41.8642
115,55.9572
116,64.4713
117,72.3413
118,76.9027
119,80.9695
120,83.3624
121,83.7858
122,83.0813
123,80.5505
124,77.3312
125,70.8853
126,65.1402
127,52.8540
128,43.0915
129,28.2309
130,16.3282
131,8.2534
132,5.5287
133,4.2135
134,4.8170
135,8.5301
136,15.1147
137,28.5149
138,38.8504
139,52.6826
140,60.7930
141,70.1721
142,74.5490
143,79.5519
144,82.2716
145,83.6565
146,83.4619
147,82.0327
148,79.0900
149,73.1903
150,66.2389
151,53.5033
152,40.6783
153,26.4786
154,15.5330
155,4.6166
156,2.2280
157,0.9935
158,0.8293
159,0.8519
160,0.8373
161,1.3355
162,2.5548
163,5.2440
164,9.7945
165,18.2905
166,25.2106
167,32.6696
168,34.7190
169,35.5468
170,34.2556
171,31.3936
172,26.1104
173,19.1685
174,12.1576
175,5.6434
176,2.8177
177,1.2854
178,0.9964
179,0.8192
180,0.6514
181,1.3609
182,3.3086
183,8.6558
184,15.4147
185,29.6028
186,39.6042
187,49.7625
188,55.0305
189,59.7378
190,60.8286
191,61.2767
192,60.6238
193,58.7342
194,54.7073
195,47.0559
196,39.5243
197,27.7829
198,18.7712
199,7.7771
200,3.5359
201,1.7654
202,1.1685
203,1.3740
204,1.8068
205,4.1511
206,8.2869
207,19.6892
